"","exp","non_directional.statistic","non_directional.p","non_directional.ci_low","non_directional.ci_high","directional_effect.statistic","directional_effect.p","directional_effect.ci_low","directional_effect.ci_high","quid_bf","pbt.low","pbt.high","pbt.MAP"
"15","Faivre et al._4_incong",0.518909090909091,0.3875,0.392452272727273,0.645,-12.6822588267598,0.5332,-49.9665864934043,26.3297764095723,12.6444982527167,0,0.122123388906523,0
"16","Hurme et al_2020_Masking_Blue",0.669066666666667,0.0355,0.5448,0.7932,20.4693885968838,0.0292,2.75090782431483,35.1051606620692,0.0367976860024306,0.0100197546581094,0.394212924370585,0.157894736842105
"17","Hurme et al_2020_Masking_Red",0.563142857142857,0.1496,0.406285714285714,0.713,15.7717698508282,0.029,3.36991981536053,28.047078741417,0.255141372218652,0,0.253234319360409,0.0225563909774436
"18","Hurme et al_2020_TMS_Blue",0.616666666666667,0.0522,0.466,0.762666666666667,-3.08602318448535,0.6378,-15.6702344953453,8.86441900171015,5.56962235506495,0,0.290432245415513,0.0350877192982456
"19","Hurme et al_2020_TMS_Red",0.586833333333333,0.1323,0.426333333333333,0.745833333333333,-5.39188628113402,0.597,-23.6718350516375,11.2185862583579,2.18096693736903,0,0.205816665186551,0
"20","Noel et al._2020_A",0.496758620689655,0.5849,0.386551724137931,0.609931034482759,8.50729982014368,0.0268,1.53666339058193,15.540842823545,4.51198003881259,0,0.201165479433714,0.0562613430127042
"21","Noel et al._2020_AV",0.657428571428571,0.0011,0.533928571428571,0.774,19.2009427284695,0.0028,8.02879925329149,31.7041822020735,4.33731570945886e-06,0.0998998341493182,0.434151010452365,0.24812030075188
"22","Noel et al._2020_V",0.594551724137931,0.0135,0.492827586206897,0.69351724137931,13.6760761081021,4e-04,6.79710840473027,21.1966157875615,0.119857016125159,0,0.242392181094013,0.0925589836660617
"23","Skora et al_2020_1",0.623459459459459,1e-04,0.526756756756757,0.715081081081081,0.0344277241481386,0.4624,-0.0538936193218408,0.124356680822658,-99999,0.00395366686388845,0.221662035234383,0.0896159317211949
"24","Skora et al_2020_2",0.532315789473684,0.2487,0.360102631578948,0.701160526315789,-0.0986421425155336,0.329,-0.287820197586634,0.0881726477553892,-99999,0,0.310023077976048,0.113573407202216
"25","Stein & van Peelen_2020_3_LOC_1",0.525085106382979,0.1857,0.46563829787234,0.584872340425532,0.04374403321418,0.4102,-0.0582862764097041,0.144052331733444,-99999,0,0.0785485386648632,0.0145576707726764
"26","Stein & van Peelen_2020_3_LOC_2",0.499170212765957,0.4194,0.436127659574468,0.562872872340425,0.224857353818014,0,0.120301949700532,0.333487501336455,-99999,0.0138795837138073,0.148262040667254,0.070548712206047
"27","Stein & van Peelen_2020_3_PAS_1",0.367255319148936,1,0.317765957446809,0.417744680851064,-0.00626091000938683,0.8594,-0.0704318928259923,0.0589612224724173,-99999,0,0.0310420118679536,0
"28","Stein & van Peelen_2020_3_PAS_2",0.49263829787234,0.6765,0.434914893617021,0.551489893617021,0.193715114862223,0,0.114327780517821,0.274389278021101,-99999,0,0.0577390092917969,0
"29","Stein & van Peelen_2020_4b_1",0.49264,0.4763,0.41648,0.569801,0.0205708383273483,0.7132,-0.0868199236551266,0.13453503352067,-99999,0,0.130252715403088,0.0315789473684211
"30","Zerweck et al_2021_2_20",0.4287,0.8579,0.3165975,0.5479025,-2.60660166666667,0.553,-10.6704870416667,5.68600551041667,8.10620275308659,0,0.132945911026523,0
"31","Zerweck et al_2021_2_29",0.4928,0.6081,0.371,0.6136,4.69020708333334,0.38,-5.18117662499999,14.544242046875,4.57628288505179,0,0.132945911026523,0
"32","Zerweck et al_2021_2_39",0.4755,0.7149,0.3526,0.6011,1.80896666666666,0.7486,-8.31925645833333,12.8172653958333,5.53140752244445,0,0.181131699780963,0
"33","Zerweck et al_2021_3_Duration_10",0.354923076923077,0.9541,0.243538461538462,0.474923076923077,-0.792982211538476,0.6674,-4.23158037409858,2.65065147836537,51.7710044848664,0,0.192636175650135,0
"34","Zerweck et al_2021_3_Duration_20",0.562727272727273,0.251,0.364363636363636,0.744909090909091,-6.62160980113634,0.1436,-14.2544502201704,1.00831671342331,4.13347759471199,0,0.220922191945556,0
"35","Zerweck et al_2021_3_Duration_30",0.507166666666667,0.3537,0.370833333333333,0.645833333333333,-1.41010921703409,0.6566,-7.06395363992854,4.82264340395117,22.0540264018566,0,0.205816665186551,0
"36","Zerweck et al_2021_3_Duration_40",0.620666666666667,0.0377,0.4504,0.784,11.8311587011466,0.0052,5.0425707708232,18.7378339048772,0.00507130745216976,0.0963763748186194,0.551065855812497,0.298245614035088
